marca,clase,provincia,servicio,cantidad
TOYOTA,Tanquero,COTOPAXI,PARTICULAR,3
DODGE,Camión,TUNGURAHUA,PARTICULAR,3
MITSUBISHI,Camión,SUCUMBÍOS,ALQUILER,3
CHEVROLET,Tanquero,PICHINCHA,MUNNICIPIO,3
GMC,Tanquero,GUAYAS,PARTICULAR,3
HINO,Tanquero,LOS RÍOS,ALQUILER,3
HYUNDAI,Trailer,PICHINCHA,PARTICULAR,3
MACK,Camión,CHIMBORAZO,PARTICULAR,3
HYUNDAI,Tanquero,MANABÍ,ALQUILER,3
DAIHATSU,Camión,PICHINCHA,MUNNICIPIO,3
MERCEDES BENZ,Trailer,SUCUMBÍOS,PARTICULAR,3
NISSAN,Camión,PASTAZA,ALQUILER,3
KIA,Volqueta,MANABÍ,PARTICULAR,3
HINO,Tanquero,IMBABURA,PARTICULAR,3
MAN,Trailer,LOJA,ALQUILER,3
Otras Marcas,Trailer,CARCHI,PARTICULAR,3
QMC,Camión,TUNGURAHUA,ALQUILER,3
INTERNATIONAL,Volqueta,CARCHI,ALQUILER,3
JMC,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
CHEVROLET,Camión,MORONA SANTIAGO,MUNNICIPIO,3
CHEVROLET,Volqueta,CHIMBORAZO,MUNNICIPIO,3
MACK,Trailer,CHIMBORAZO,ALQUILER,3
NISSAN,Trailer,PICHINCHA,PARTICULAR,3
FREIGHTLINER,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
INTERNATIONAL,Volqueta,CAÑAR,ALQUILER,3
TOYOTA,Tanquero,EL ORO,PARTICULAR,3
NISSAN,Tanquero,ESMERALDAS,PARTICULAR,3
MITSUBISHI,Camión,CHIMBORAZO,MUNNICIPIO,3
INTERNATIONAL,Trailer,IMBABURA,PARTICULAR,3
INTERNATIONAL,Tanquero,GUAYAS,ALQUILER,3
Otras Marcas,Trailer,IMBABURA,PARTICULAR,3
MACK,Trailer,TUNGURAHUA,ALQUILER,3
MACK,Volqueta,ESMERALDAS,PARTICULAR,3
SCANIA,Camión,AZUAY,PARTICULAR,3
INTERNATIONAL,Volqueta,CAÑAR,OTROS,3
JAC,Camión,ESMERALDAS,PARTICULAR,3
NISSAN,Camión,LOJA,ALQUILER,3
Otras Marcas,Camión,MANABÍ,ALQUILER,3
MERCEDES BENZ,Volqueta,PASTAZA,ESTADO,3
ASIA,Trailer,SANTA ELENA,PARTICULAR,3
NISSAN,Volqueta,PASTAZA,ESTADO,3
MERCEDES BENZ,Volqueta,COTOPAXI,MUNNICIPIO,3
SCANIA,Tanquero,GUAYAS,PARTICULAR,3
FORD,Trailer,BOLÍVAR,PARTICULAR,3
MERCEDES BENZ,Volqueta,LOS RÍOS,ESTADO,3
KIA,Tanquero,GUAYAS,ALQUILER,3
NISSAN,Volqueta,SUCUMBÍOS,ALQUILER,3
KIA,Camión,NAPO,PARTICULAR,3
INTERNATIONAL,Volqueta,CHIMBORAZO,ALQUILER,3
GMC,Camión,TUNGURAHUA,PARTICULAR,3
FORD,Tanquero,COTOPAXI,ALQUILER,3
FREIGHTLINER,Tanquero,GUAYAS,PARTICULAR,3
CHEVROLET,Tanquero,TUNGURAHUA,ALQUILER,3
NISSAN,Tanquero,TUNGURAHUA,PARTICULAR,3
NISSAN,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,3
MACK,Volqueta,CARCHI,PARTICULAR,3
SCANIA,Volqueta,LOS RÍOS,ESTADO,3
VOLVO,Trailer,CHIMBORAZO,ALQUILER,3
FOTON,Volqueta,IMBABURA,ALQUILER,3
MERCEDES BENZ,Trailer,LOS RÍOS,ALQUILER,3
MITSUBISHI,Volqueta,PICHINCHA,ALQUILER,3
Otras Marcas,Camión,BOLÍVAR,PARTICULAR,3
MERCEDES BENZ,Volqueta,ZAMORA CHINCHIPE,MUNNICIPIO,3
Otras Marcas,Tanquero,PICHINCHA,ALQUILER,3
Otras Marcas,Camión,EL ORO,ALQUILER,3
MITSUBISHI,Trailer,GUAYAS,PARTICULAR,3
TOYOTA,Volqueta,LOS RÍOS,PARTICULAR,3
SCANIA,Volqueta,LOJA,ESTADO,3
VOLKSWAGEN,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
GMC,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
NISSAN,Trailer,EL ORO,PARTICULAR,3
MACK,Camión,EL ORO,PARTICULAR,3
MERCEDES BENZ,Camión,LOS RÍOS,ESTADO,3
MAN,Volqueta,CAÑAR,ALQUILER,3
MERCEDES BENZ,Volqueta,PASTAZA,ALQUILER,3
CHEVROLET,Camión,NAPO,ALQUILER,3
FORD,Trailer,AZUAY,PARTICULAR,3
FIAT,Volqueta,TUNGURAHUA,PARTICULAR,3
MAN,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,3
NISSAN,Volqueta,MANABÍ,ALQUILER,3
HINO,Tanquero,ESMERALDAS,ALQUILER,3
KENWORTH,Camión,LOS RÍOS,PARTICULAR,3
Otras Marcas,Tanquero,AZUAY,PARTICULAR,3
MERCEDES BENZ,Trailer,IMBABURA,ALQUILER,3
HINO,Trailer,COTOPAXI,PARTICULAR,3
VOLVO,Trailer,BOLÍVAR,PARTICULAR,3
MITSUBISHI,Camión,PICHINCHA,ESTADO,3
VOLKSWAGEN,Camión,EL ORO,ALQUILER,3
TOYOTA,Tanquero,LOS RÍOS,PARTICULAR,3
INTERNATIONAL,Volqueta,AZUAY,MUNNICIPIO,3
MERCEDES BENZ,Trailer,BOLÍVAR,PARTICULAR,3
FREIGHTLINER,Volqueta,EL ORO,PARTICULAR,3
MITSUBISHI,Volqueta,COTOPAXI,ALQUILER,3
VOLVO,Volqueta,PICHINCHA,OTROS,3
HINO,Camión,AZUAY,MUNNICIPIO,3
CHEVROLET,Camión,EL ORO,MUNNICIPIO,3
MACK,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,3
FORD,Tanquero,TUNGURAHUA,ESTADO,3
CHEVROLET,Tanquero,NAPO,MUNNICIPIO,3
DODGE,Volqueta,PICHINCHA,PARTICULAR,3
MERCEDES BENZ,Camión,SUCUMBÍOS,MUNNICIPIO,3
DAIHATSU,Camión,PASTAZA,ESTADO,3
CHEVROLET,Volqueta,GUAYAS,PARTICULAR,3
MACK,Tanquero,GUAYAS,ALQUILER,3
CHEVROLET,Trailer,CARCHI,PARTICULAR,3
HYUNDAI,Volqueta,EL ORO,PARTICULAR,3
INTERNATIONAL,Volqueta,NAPO,PARTICULAR,3
CHEVROLET,Volqueta,CHIMBORAZO,ALQUILER,2
HINO,Tanquero,AZUAY,ESTADO,2
KIA,Camión,SANTA ELENA,PARTICULAR,2
MAN,Volqueta,AZUAY,ALQUILER,2
MAN,Trailer,CHIMBORAZO,PARTICULAR,2
CHEVROLET,Camión,ESMERALDAS,ESTADO,2
HINO,Tanquero,NAPO,ALQUILER,2
MACK,Trailer,SUCUMBÍOS,PARTICULAR,2
GMC,Camión,LOJA,PARTICULAR,2
DAIHATSU,Camión,ESMERALDAS,ALQUILER,2
QMC,Camión,SANTA ELENA,PARTICULAR,2
NISSAN,Camión,COTOPAXI,ESTADO,2
FAW,Volqueta,MANABÍ,PARTICULAR,2
MITSUBISHI,Camión,TUNGURAHUA,ESTADO,2
Otras Marcas,Volqueta,CHIMBORAZO,PARTICULAR,2
RENAULT,Volqueta,MANABÍ,PARTICULAR,2
TOYOTA,Tanquero,PICHINCHA,PARTICULAR,2
HINO,Tanquero,CAÑAR,MUNNICIPIO,2
MITSUBISHI,Tanquero,MANABÍ,ALQUILER,2
NISSAN,Volqueta,SANTA ELENA,PARTICULAR,2
KENWORTH,Camión,CHIMBORAZO,ALQUILER,2
FORD,Trailer,CAÑAR,PARTICULAR,2
KENWORTH,Volqueta,EL ORO,PARTICULAR,2
MACK,Volqueta,PICHINCHA,OTROS,2
FIAT,Volqueta,BOLÍVAR,PARTICULAR,2
NISSAN,Volqueta,LOJA,ALQUILER,2
MAN,Trailer,TUNGURAHUA,ALQUILER,2
FOTON,Camión,PICHINCHA,ALQUILER,2
SCANIA,Tanquero,PICHINCHA,ALQUILER,2
MERCEDES BENZ,Tanquero,CHIMBORAZO,ALQUILER,2
JMC,Camión,COTOPAXI,PARTICULAR,2
TATA,Camión,EL ORO,PARTICULAR,2
SCANIA,Camión,LOS RÍOS,ESTADO,2
VOLVO,Trailer,TUNGURAHUA,PARTICULAR,2
MITSUBISHI,Volqueta,MORONA SANTIAGO,ALQUILER,2
HYUNDAI,Camión,ZAMORA CHINCHIPE,ALQUILER,2
MACK,Camión,LOJA,PARTICULAR,2
HINO,Trailer,MANABÍ,ALQUILER,2
JMC,Camión,PASTAZA,PARTICULAR,2
CHEVROLET,Trailer,SUCUMBÍOS,ALQUILER,2
KIA,Camión,GALÁPAGOS,PARTICULAR,2
HINO,Volqueta,ZAMORA CHINCHIPE,MUNNICIPIO,2
MERCEDES BENZ,Volqueta,NAPO,PARTICULAR,2
FAW,Camión,IMBABURA,ALQUILER,2
INTERNATIONAL,Volqueta,SANTA ELENA,PARTICULAR,2
ISUZU,Camión,CAÑAR,ESTADO,2
MERCEDES BENZ,Camión,ORELLANA,PARTICULAR,2
HINO,Camión,PICHINCHA,SECTORES SECCIONALES,2
NISSAN,Tanquero,SUCUMBÍOS,PARTICULAR,2
MAN,Camión,LOJA,PARTICULAR,2
Otras Marcas,Camión,COTOPAXI,ALQUILER,2
INTERNATIONAL,Tanquero,CHIMBORAZO,ESTADO,2
HINO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
FORD,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
JAC,Camión,BOLÍVAR,PARTICULAR,2
VOLVO,Volqueta,COTOPAXI,ALQUILER,2
JMC,Camión,BOLÍVAR,PARTICULAR,2
MERCEDES BENZ,Tanquero,MORONA SANTIAGO,PARTICULAR,2
MACK,Tanquero,COTOPAXI,PARTICULAR,2
SCANIA,Camión,MANABÍ,PARTICULAR,2
MERCEDES BENZ,Tanquero,ESMERALDAS,ALQUILER,2
FORD,Camión,CHIMBORAZO,MUNNICIPIO,2
FREIGHTLINER,Volqueta,LOJA,PARTICULAR,2
NISSAN,Volqueta,AZUAY,ALQUILER,2
HINO,Volqueta,NAPO,MUNNICIPIO,2
MAN,Volqueta,EL ORO,ALQUILER,2
SCANIA,Volqueta,NAPO,ESTADO,2
MITSUBISHI,Tanquero,LOS RÍOS,PARTICULAR,2
MERCEDES BENZ,Trailer,LOJA,ALQUILER,2
FORD,Tanquero,PICHINCHA,ALQUILER,2
NISSAN,Volqueta,PASTAZA,PARTICULAR,2
MERCEDES BENZ,Tanquero,ESMERALDAS,PARTICULAR,2
FORD,Camión,ESMERALDAS,ALQUILER,2
MERCEDES BENZ,Tanquero,COTOPAXI,PARTICULAR,2
KENWORTH,Trailer,CAÑAR,ESTADO,2
ISUZU,Volqueta,ESMERALDAS,PARTICULAR,2
NISSAN,Camión,IMBABURA,ALQUILER,2
MERCEDES BENZ,Volqueta,CHIMBORAZO,MUNNICIPIO,2
JMC,Camión,LOJA,ALQUILER,2
SCANIA,Volqueta,IMBABURA,ESTADO,2
INTERNATIONAL,Camión,AZUAY,ALQUILER,2
ISUZU,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
GMC,Camión,CHIMBORAZO,PARTICULAR,2
HINO,Trailer,SUCUMBÍOS,PARTICULAR,2
FREIGHTLINER,Tanquero,PICHINCHA,ALQUILER,2
MAN,Camión,CAÑAR,PARTICULAR,2
VOLVO,Trailer,TUNGURAHUA,ALQUILER,2
DODGE,Camión,CAÑAR,PARTICULAR,2
ISUZU,Volqueta,ZAMORA CHINCHIPE,MUNNICIPIO,2
MACK,Volqueta,COTOPAXI,ALQUILER,2
INTERNATIONAL,Volqueta,PICHINCHA,MUNNICIPIO,2
MERCEDES BENZ,Camión,BOLÍVAR,ALQUILER,2
VOLKSWAGEN,Camión,GUAYAS,ALQUILER,2
KENWORTH,Trailer,CHIMBORAZO,ALQUILER,2
HYUNDAI,Tanquero,MANABÍ,PARTICULAR,2
MAN,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
HYUNDAI,Camión,GUAYAS,ESTADO,2
KENWORTH,Tanquero,GUAYAS,PARTICULAR,2
INTERNATIONAL,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
FORD,Trailer,SUCUMBÍOS,PARTICULAR,2
VOLVO,Volqueta,CHIMBORAZO,PARTICULAR,2
Otras Marcas,Camión,LOJA,ALQUILER,2
VOLVO,Volqueta,CAÑAR,PARTICULAR,2
INTERNATIONAL,Trailer,LOJA,ALQUILER,2
FORD,Volqueta,TUNGURAHUA,MUNNICIPIO,2
INTERNATIONAL,Camión,TUNGURAHUA,ESTADO,2
DONGFENG,Volqueta,PICHINCHA,PARTICULAR,2
VOLVO,Camión,GUAYAS,ALQUILER,2
CHEVROLET,Camión,PASTAZA,ESTADO,2
MAN,Volqueta,IMBABURA,ALQUILER,2
FREIGHTLINER,Camión,IMBABURA,ALQUILER,2
KENWORTH,Tanquero,PICHINCHA,PARTICULAR,2
MITSUBISHI,Volqueta,CARCHI,PARTICULAR,2
INTERNATIONAL,Trailer,ESMERALDAS,ALQUILER,2
CHANGAN,Camión,PICHINCHA,PARTICULAR,2
SCANIA,Volqueta,COTOPAXI,ALQUILER,2
MACK,Volqueta,SUCUMBÍOS,ALQUILER,2
INTERNATIONAL,Tanquero,BOLÍVAR,ESTADO,2
CHEVROLET,Volqueta,SANTA ELENA,MUNNICIPIO,2
CHEVROLET,Tanquero,EL ORO,ESTADO,2
ISUZU,Volqueta,COTOPAXI,PARTICULAR,2
SCANIA,Trailer,SUCUMBÍOS,ALQUILER,2
DAIHATSU,Camión,CAÑAR,ESTADO,2
Otras Marcas,Volqueta,CARCHI,PARTICULAR,2
INTERNATIONAL,Camión,MANABÍ,ALQUILER,2
MERCEDES BENZ,Trailer,ESMERALDAS,PARTICULAR,2
KIA,Camión,BOLÍVAR,ALQUILER,2
TOYOTA,Camión,BOLÍVAR,ALQUILER,2
MERCEDES BENZ,Trailer,CARCHI,PARTICULAR,2
FORD,Camión,ZAMORA CHINCHIPE,ALQUILER,2
FORD,Camión,LOJA,ALQUILER,2
FAW,Volqueta,IMBABURA,ALQUILER,2
CHEVROLET,Tanquero,PICHINCHA,ESTADO,2
NISSAN,Volqueta,CAÑAR,MUNNICIPIO,2
HYUNDAI,Tanquero,CHIMBORAZO,PARTICULAR,2
NISSAN,Tanquero,LOS RÍOS,ALQUILER,2
KIA,Camión,SANTA ELENA,ESTADO,2
HYUNDAI,Camión,IMBABURA,MUNNICIPIO,2
HINO,Volqueta,ORELLANA,ESTADO,2
KENWORTH,Tanquero,LOJA,PARTICULAR,2
TOYOTA,Camión,GUAYAS,ESTADO,2
KIA,Camión,IMBABURA,MUNNICIPIO,2
PEGASO,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
INTERNATIONAL,Tanquero,LOS RÍOS,PARTICULAR,2
FREIGHTLINER,Trailer,AZUAY,ALQUILER,2
INTERNATIONAL,Tanquero,IMBABURA,PARTICULAR,2
NISSAN,Volqueta,IMBABURA,PARTICULAR,2
HINO,Trailer,CARCHI,ALQUILER,2
MERCEDES BENZ,Tanquero,SUCUMBÍOS,PARTICULAR,2
GMC,Volqueta,AZUAY,ALQUILER,2
FREIGHTLINER,Camión,ORELLANA,PARTICULAR,2
MERCEDES BENZ,Camión,SUCUMBÍOS,ALQUILER,2
SCANIA,Camión,ZAMORA CHINCHIPE,ESTADO,2
FREIGHTLINER,Camión,CHIMBORAZO,PARTICULAR,2
QMC,Camión,MANABÍ,ALQUILER,2
MAN,Trailer,PICHINCHA,ALQUILER,2
FREIGHTLINER,Volqueta,COTOPAXI,PARTICULAR,2
KENWORTH,Volqueta,LOJA,PARTICULAR,2
Otras Marcas,Trailer,ORELLANA,ALQUILER,2
HYUNDAI,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
Otras Marcas,Trailer,LOS RÍOS,ALQUILER,2
GMC,Trailer,MANABÍ,ALQUILER,2
MERCEDES BENZ,Trailer,CAÑAR,ESTADO,2
JAC,Camión,MANABÍ,PARTICULAR,2
MERCEDES BENZ,Tanquero,EL ORO,ALQUILER,2
FOTON,Trailer,LOS RÍOS,PARTICULAR,2
Otras Marcas,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
JAC,Camión,MANABÍ,ALQUILER,2
CHANGAN,Camión,EL ORO,PARTICULAR,2
DODGE,Volqueta,LOS RÍOS,PARTICULAR,2
VOLVO,Volqueta,COTOPAXI,PARTICULAR,2
FORD,Camión,COTOPAXI,ESTADO,2
JAC,Trailer,GUAYAS,PARTICULAR,2
MERCEDES BENZ,Volqueta,ESMERALDAS,ALQUILER,2
KENWORTH,Trailer,CHIMBORAZO,PARTICULAR,2
TOYOTA,Volqueta,LOJA,PARTICULAR,2
ISUZU,Camión,SUCUMBÍOS,PARTICULAR,2
CHEVROLET,Volqueta,BOLÍVAR,PARTICULAR,2
HINO,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,2
GMC,Trailer,EL ORO,ALQUILER,2
CHEVROLET,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
HINO,Camión,PICHINCHA,MUNNICIPIO,2
NISSAN,Tanquero,COTOPAXI,PARTICULAR,2
MERCEDES BENZ,Camión,IMBABURA,ALQUILER,2
JAC,Camión,GUAYAS,ALQUILER,2
FORD,Tanquero,ORELLANA,PARTICULAR,2
HINO,Volqueta,ORELLANA,MUNNICIPIO,2
FREIGHTLINER,Camión,AZUAY,PARTICULAR,2
MAN,Trailer,AZUAY,PARTICULAR,2
MAZDA,Camión,LOJA,PARTICULAR,2
HINO,Tanquero,CARCHI,PARTICULAR,2
NISSAN,Camión,MANABÍ,ESTADO,2
VOLVO,Tanquero,MANABÍ,PARTICULAR,2
Otras Marcas,Volqueta,CAÑAR,ALQUILER,2
NISSAN,Camión,BOLÍVAR,ESTADO,2
TOYOTA,Camión,COTOPAXI,ALQUILER,2
NISSAN,Volqueta,ESMERALDAS,ALQUILER,2
MERCEDES BENZ,Trailer,MANABÍ,ALQUILER,2
FOTON,Volqueta,LOS RÍOS,PARTICULAR,2
VOLVO,Camión,ESMERALDAS,PARTICULAR,2
MAZDA,Camión,ESMERALDAS,PARTICULAR,2
KENWORTH,Camión,ORELLANA,PARTICULAR,2
HINO,Camión,ORELLANA,ESTADO,2
MITSUBISHI,Volqueta,ZAMORA CHINCHIPE,MUNNICIPIO,2
INTERNATIONAL,Volqueta,BOLÍVAR,ALQUILER,2
HINO,Tanquero,TUNGURAHUA,ESTADO,2
FREIGHTLINER,Camión,GUAYAS,PARTICULAR,2
NISSAN,Tanquero,CHIMBORAZO,MUNNICIPIO,2
Otras Marcas,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
FREIGHTLINER,Volqueta,TUNGURAHUA,PARTICULAR,2
INTERNATIONAL,Tanquero,TUNGURAHUA,ESTADO,2
JAC,Camión,IMBABURA,ALQUILER,2
SCANIA,Trailer,TUNGURAHUA,PARTICULAR,2
Otras Marcas,Tanquero,ORELLANA,PARTICULAR,2
DAIHATSU,Camión,GALÁPAGOS,ESTADO,2
MACK,Volqueta,LOS RÍOS,ALQUILER,2
KIA,Camión,PICHINCHA,MUNNICIPIO,2
KENWORTH,Camión,EL ORO,PARTICULAR,2
HINO,Trailer,CHIMBORAZO,ALQUILER,2
NISSAN,Volqueta,CHIMBORAZO,ALQUILER,2
FORD,Tanquero,CHIMBORAZO,ALQUILER,2
SCANIA,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
CHEVROLET,Tanquero,TUNGURAHUA,PARTICULAR,2
INTERNATIONAL,Tanquero,EL ORO,PARTICULAR,2
MERCEDES BENZ,Volqueta,CARCHI,ALQUILER,2
SCANIA,Trailer,CHIMBORAZO,PARTICULAR,2
MACK,Trailer,CAÑAR,ESTADO,2
MITSUBISHI,Camión,IMBABURA,MUNNICIPIO,2
INTERNATIONAL,Tanquero,COTOPAXI,ALQUILER,2
HINO,Camión,PASTAZA,MUNNICIPIO,2
KENWORTH,Camión,ESMERALDAS,PARTICULAR,2
MERCEDES BENZ,Volqueta,ORELLANA,ALQUILER,2
SCANIA,Tanquero,TUNGURAHUA,PARTICULAR,2
SCANIA,Volqueta,CHIMBORAZO,ESTADO,2
FORD,Volqueta,LOS RÍOS,ALQUILER,2
HINO,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,2
INTERNATIONAL,Tanquero,AZUAY,PARTICULAR,2
KIA,Volqueta,LOS RÍOS,PARTICULAR,2
FREIGHTLINER,Volqueta,AZUAY,PARTICULAR,2
FOTON,Camión,CARCHI,PARTICULAR,2
NISSAN,Camión,NAPO,PARTICULAR,2
HYUNDAI,Tanquero,IMBABURA,ESTADO,2
VOLVO,Volqueta,CARCHI,ALQUILER,2
MERCEDES BENZ,Tanquero,LOS RÍOS,ESTADO,2
HINO,Tanquero,CAÑAR,ALQUILER,2
Otras Marcas,Tanquero,ESMERALDAS,PARTICULAR,2
Otras Marcas,Trailer,CAÑAR,ALQUILER,2
QMC,Camión,IMBABURA,PARTICULAR,2
INTERNATIONAL,Camión,PASTAZA,MUNNICIPIO,2
SCANIA,Trailer,ESMERALDAS,PARTICULAR,2
MAN,Camión,AZUAY,PARTICULAR,2
NISSAN,Camión,MORONA SANTIAGO,PARTICULAR,2
Otras Marcas,Volqueta,TUNGURAHUA,ALQUILER,2
INTERNATIONAL,Volqueta,LOJA,ALQUILER,2
QMC,Volqueta,GUAYAS,PARTICULAR,2
VOLVO,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
FORD,Camión,ORELLANA,ALQUILER,2
FIAT,Trailer,LOS RÍOS,PARTICULAR,2
CHEVROLET,Volqueta,PICHINCHA,MUNNICIPIO,2
HINO,Volqueta,IMBABURA,ESTADO,2
MERCEDES BENZ,Volqueta,TUNGURAHUA,MUNNICIPIO,2
INTERNATIONAL,Volqueta,MANABÍ,ALQUILER,2
MERCEDES BENZ,Volqueta,ZAMORA CHINCHIPE,ESTADO,2
DAIHATSU,Camión,CARCHI,ALQUILER,2
CHEVROLET,Camión,ZAMORA CHINCHIPE,MUNNICIPIO,2
SCANIA,Tanquero,EL ORO,PARTICULAR,2
MERCEDES BENZ,Trailer,EL ORO,ALQUILER,2
ISUZU,Tanquero,TUNGURAHUA,ESTADO,2
CHEVROLET,Tanquero,LOS RÍOS,PARTICULAR,2
MERCEDES BENZ,Tanquero,SANTA ELENA,PARTICULAR,2
MITSUBISHI,Camión,LOJA,MUNNICIPIO,2
INTERNATIONAL,Camión,CHIMBORAZO,MUNNICIPIO,2
INTERNATIONAL,Volqueta,EL ORO,MUNNICIPIO,2
KENWORTH,Trailer,CAÑAR,ALQUILER,2
MERCEDES BENZ,Camión,MORONA SANTIAGO,ALQUILER,2
DONGFENG,Camión,CAÑAR,PARTICULAR,2
MITSUBISHI,Volqueta,IMBABURA,ALQUILER,2
KIA,Tanquero,PICHINCHA,PARTICULAR,2
MACK,Tanquero,PICHINCHA,ALQUILER,2
ISUZU,Camión,GUAYAS,ESTADO,2
FIAT,Volqueta,EL ORO,PARTICULAR,2
MAN,Camión,PICHINCHA,ALQUILER,2
INTERNATIONAL,Camión,GUAYAS,MUNNICIPIO,2
MAN,Trailer,AZUAY,ALQUILER,2
GMC,Camión,COTOPAXI,PARTICULAR,2
DODGE,Camión,CARCHI,PARTICULAR,2
FREIGHTLINER,Volqueta,CHIMBORAZO,PARTICULAR,2
NISSAN,Volqueta,EL ORO,ALQUILER,2
SCANIA,Camión,IMBABURA,PARTICULAR,2
MERCEDES BENZ,Tanquero,TUNGURAHUA,ESTADO,2
FREIGHTLINER,Tanquero,IMBABURA,ALQUILER,2
HINO,Trailer,SUCUMBÍOS,ALQUILER,2
VOLVO,Camión,CAÑAR,PARTICULAR,2
MITSUBISHI,Volqueta,COTOPAXI,PARTICULAR,2
FIAT,Tanquero,CHIMBORAZO,PARTICULAR,2
DONGFENG,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
KENWORTH,Camión,TUNGURAHUA,PARTICULAR,2
HINO,Tanquero,GUAYAS,MUNNICIPIO,2
DAIHATSU,Tanquero,EL ORO,PARTICULAR,2
HYUNDAI,Volqueta,LOJA,PARTICULAR,2
MAN,Camión,CHIMBORAZO,PARTICULAR,2
NISSAN,Trailer,CAÑAR,PARTICULAR,2
FOTON,Camión,AZUAY,PARTICULAR,2
MACK,Camión,SUCUMBÍOS,ESTADO,2
CHEVROLET,Volqueta,ORELLANA,PARTICULAR,2
ISUZU,Volqueta,IMBABURA,ALQUILER,2
FORD,Tanquero,AZUAY,MUNNICIPIO,2
DODGE,Camión,BOLÍVAR,PARTICULAR,2
CHEVROLET,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,2
MACK,Volqueta,BOLÍVAR,PARTICULAR,2
SCANIA,Camión,PASTAZA,PARTICULAR,2
DODGE,Camión,LOJA,PARTICULAR,2
HINO,Trailer,EL ORO,ALQUILER,2
HINO,Volqueta,MANABÍ,ESTADO,2
CHEVROLET,Tanquero,TUNGURAHUA,MUNNICIPIO,2
ISUZU,Tanquero,PICHINCHA,ALQUILER,2
VOLVO,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,2
MACK,Volqueta,SANTA ELENA,PARTICULAR,2
FOTON,Volqueta,PICHINCHA,PARTICULAR,2
QMC,Camión,COTOPAXI,ALQUILER,2
FORD,Trailer,SANTA ELENA,PARTICULAR,2
QMC,Camión,ZAMORA CHINCHIPE,PARTICULAR,2
VOLVO,Volqueta,MANABÍ,ALQUILER,2
MITSUBISHI,Camión,EL ORO,MUNNICIPIO,2
MAN,Tanquero,AZUAY,MUNNICIPIO,2
FORD,Trailer,LOS RÍOS,ALQUILER,2
MAN,Volqueta,CAÑAR,PARTICULAR,2
HINO,Tanquero,COTOPAXI,ESTADO,2
FIAT,Volqueta,CHIMBORAZO,PARTICULAR,2
INTERNATIONAL,Volqueta,COTOPAXI,ALQUILER,2
FORD,Volqueta,ESMERALDAS,ALQUILER,2
CHEVROLET,Trailer,CAÑAR,PARTICULAR,2
QMC,Camión,PICHINCHA,ALQUILER,2
FREIGHTLINER,Trailer,EL ORO,PARTICULAR,2
Otras Marcas,Volqueta,COTOPAXI,ALQUILER,2
MAZDA,Camión,CHIMBORAZO,PARTICULAR,2
ISUZU,Camión,ORELLANA,ALQUILER,2
FREIGHTLINER,Volqueta,MANABÍ,PARTICULAR,2
MAN,Tanquero,MANABÍ,ALQUILER,2
HINO,Camión,COTOPAXI,MUNNICIPIO,2
MAN,Camión,AZUAY,ALQUILER,2
Otras Marcas,Volqueta,CAÑAR,MUNNICIPIO,2
FREIGHTLINER,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,2
CHEVROLET,Tanquero,SANTA ELENA,PARTICULAR,2
CHEVROLET,Trailer,CHIMBORAZO,ALQUILER,2
DAIHATSU,Camión,MORONA SANTIAGO,ESTADO,2
KENWORTH,Volqueta,CARCHI,PARTICULAR,2
DODGE,Camión,PICHINCHA,PARTICULAR,2
INTERNATIONAL,Volqueta,AZUAY,OTROS,2
MAN,Trailer,LOJA,PARTICULAR,2
HINO,Trailer,IMBABURA,PARTICULAR,2
MERCEDES BENZ,Trailer,CARCHI,ALQUILER,2
INTERNATIONAL,Camión,GUAYAS,ALQUILER,2
